new_price,old_price,discount,sold,vn_name,en_name,url_thumbnail,discount_percentage
760000.0,950000.0,20%,3.0,Sữa Chống Nắng Elixir Dưỡng Da Ngừa Lão Hóa 35ml,Daily UV Protector SPF50 PA,https://media.hcdn.vn/catalog/product/p/r/promotions-auto-sua-chong-nang-elixir-duong-da-ngua-lao-hoa-35ml_MKUVGTLcMgwnSKww_img_380x380_64adc6_fit_center.png,20.0
974000.0,1300000.0,25%,3.0,Kem Dưỡng d program Ngăn Ngừa Lão Hóa 45g,Vitalizing Cream,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-422214012-1705048559_img_380x380_64adc6_fit_center.png,25.076923076923073
200000.0,0.0,,10.0,Mini Serum Elixir Hỗ Trợ Săn Chắc Da Ngừa Lão Hóa 18ml,Superieur Design Time Serum,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-gift-serum-18ml-ho-tro-san-chac-da-ngua-lao-hoa-elixir-1718091878_img_380x380_64adc6_fit_center.jpg,0.0
951000.0,1150000.0,17%,3.0,Combo 2 Gel Chống Nắng Anessa Dưỡng Sáng Nâng Tông 90g Mới,Brightening Uv Sunscreen Gel N SPF50 PA,https://media.hcdn.vn/catalog/product/p/r/promotions-auto-combo-2-gel-chong-nang-anessa-duong-sang-nang-tong-90g-moi_3KJgZYH19X5yasCD_img_380x380_64adc6_fit_center.png,17.304347826086957
1592000.0,1990000.0,20%,1.0,Kem Dưỡng Elixir Retinol Hỗ Trợ Giảm Nếp Nhăn 15g,Retinol Power Wrinkle Smoothing Cream,https://media.hcdn.vn/catalog/product/p/r/promotions-auto-kem-duong-elixir-retinol-ho-tro-giam-nep-nhan-15g_DcjNeo5bpzPBX5at_img_380x380_64adc6_fit_center.png,20.0
775000.0,990000.0,22%,2.0,Sữa Chống Nắng Elixir Hỗ Trợ Dưỡng Sáng Ngừa Lão Hóa 35ml,Daily Brightening UV Protector SPF50 PA,https://media.hcdn.vn/catalog/product/p/r/promotions-auto-sua-chong-nang-elixir-ho-tro-duong-sang-ngua-lao-hoa-35ml_KQVsvJsvKpfzZiYf_img_380x380_64adc6_fit_center.png,21.71717171717172
751000.0,1000000.0,25%,2.0,Sữa Dưỡng d program Dưỡng Sáng  Làm Dịu Da 100ml,Whitening Clear Emulsion,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-419200009-1705114701_img_380x380_64adc6_fit_center.jpg,24.9
394000.0,590000.0,33%,4.0,BB Chống Nắng Trang Điểm d program Tông Tự Nhiên 30ml,Allerdefense Essence BB Medium SPF50 PA,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-422206143-1705051571_img_380x380_64adc6_fit_center.jpg,33.220338983050844
593000.0,790000.0,25%,2.0,Nước Cân Bằng d program Dưỡng Sáng Da 125ml,Whitening Clear Lotion,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-419200008-1705114975_img_380x380_64adc6_fit_center.jpg,24.936708860759495
367000.0,490000.0,25%,3.0,Nước Tẩy Trang d program Dành Cho Da Nhạy Cảm 180ml,Essence In Cleansing Water,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-422200366-1705055245_img_380x380_64adc6_fit_center.jpg,25.102040816326532
935000.0,1100000.0,15%,1.0,Sữa Dưỡng d program Cải Thiện Các Dấu Hiệu Lão Hóa 100ml,Vital Act Emulsion,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-419200003-1705116707_img_380x380_64adc6_fit_center.jpg,15.0
891000.0,990000.0,10%,1.0,Mặt Nạ Ngủ Elixir Phục Hồi Độ Ẩm Hỗ Trợ Dưỡng Sáng Da 105g,Sleeping Clear Pack,https://media.hcdn.vn/catalog/product/p/r/promotions-auto-mat-na-ngu-elixir-phuc-hoi-do-am-ho-tro-duong-sang-da-105g_tAeqPW9vxzr3Mxw2_img_380x380_64adc6_fit_center.png,10.0
891000.0,990000.0,10%,1.0,Mặt Nạ Ngủ Elixir Phục Hồi Độ Ẩm Ngừa Lão Hóa 105g,Sleeping Gel Pack,https://media.hcdn.vn/catalog/product/p/r/promotions-auto-mat-na-ngu-elixir-phuc-hoi-do-am-ngua-lao-hoa-105g_qBygo111GvNW5ds4_img_380x380_64adc6_fit_center.png,10.0
431000.0,550000.0,22%,2.0,Sữa Chống Nắng Elixir Dưỡng Da Kiềm Dầu 35g,Reflet Balancing Oshiroi Milk SPF50 PA,https://media.hcdn.vn/catalog/product/p/r/promotions-auto-sua-chong-nang-elixir-duong-da-kiem-dau-35g_2YfPLA8c3tFyvBzG_img_380x380_64adc6_fit_center.png,21.636363636363637
1034000.0,1285000.0,20%,1.0,Combo 3 Sữa Chống Nắng Anessa Dưỡng Da Kiềm Dầu 60ml20mlx2 Bản Mới 2024,Perfect UV Sunscreen Skincare Milk N SPF50 PA,https://media.hcdn.vn/catalog/product/p/r/promotions-auto-combo-3-sua-chong-nang-anessa-duong-da-kiem-dau-60ml-20mlx2-ban-moi-2024_GuxsN6jC99tn1y9z_img_380x380_64adc6_fit_center.png,19.53307392996109
200000.0,0.0,,4.0,Mini Sữa Dưỡng Da Elixir Hỗ Trợ Dưỡng Sáng Ngừa Lão Hóa 18ml,Brightening Moisture Emulsion,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-gift-sua-duong-da-18ml-ho-tro-duong-sang-ngua-lao-hoa-elixir-1718092828_img_380x380_64adc6_fit_center.jpg,0.0
671000.0,960000.0,30%,2.0,Dưỡng Chất d program Ngăn Lão Hóa Sớm 45ml,Intense Enriching Serum,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-422214011-1705049678_img_380x380_64adc6_fit_center.png,30.104166666666664
755000.0,890000.0,15%,1.0,Sữa Dưỡng d program Cho Da Dầu Hỗn Hợp 100ml,Balance Care Emulsion,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-419200014-1705112131_img_380x380_64adc6_fit_center.jpg,15.168539325842698
287000.0,380000.0,24%,96.0,Kem Dưỡng Da Ponds Ngăn Ngừa Lão Hoá Cho Ban Đêm 45g,Age Miracle Night Cream,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-kem-duong-da-pond-s-ngan-ngua-lao-hoa-cho-ban-dem-50g-1713945200_img_380x380_64adc6_fit_center.jpg,24.47368421052632
130000.0,150000.0,13%,114.0,Kem Dưỡng Ponds Sáng Hồng Rạng Rỡ Cho Ban Đêm 45g,White Beauty Super Night Cream,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-kem-duong-da-pond-s-sang-hong-rang-ro-cho-ban-dem-50g-1715142302_img_380x380_64adc6_fit_center.jpg,13.333333333333334
311000.0,380000.0,18%,45.0,Kem Dưỡng Da Ponds Ngăn Ngừa Lão Hoá Cho Ban Ngày 45g,Age Miracle Day Cream SPF 18 PA,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-kem-duong-da-pond-s-ngan-ngua-lao-hoa-cho-ban-ngay-50g-1713945546_img_380x380_64adc6_fit_center.jpg,18.157894736842106
130000.0,150000.0,13%,76.0,Kem Dưỡng Ponds Sáng Hồng Rạng Rỡ Cho Ban Ngày 45g,White Beauty Super Cream SPF 30 PA,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-kem-duong-da-pond-s-sang-hong-rang-ro-cho-ban-ngay-50g-1715142219_img_380x380_64adc6_fit_center.jpg,13.333333333333334
118000.0,145000.0,19%,68.0,Nước Tẩy Trang Ponds Vitamin Và Hoa Hồng Sáng Da 400ml,Micellar Water Vitamin Brightening Rose,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-422203470-1731060222_img_380x380_64adc6_fit_center.jpg,18.620689655172416
193000.0,246000.0,22%,40.0,Serum Ponds Dưỡng Sáng Mịn Và Làm Mờ Thâm Da 30g,Bright Beauty 3D Glow Serum,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-tinh-chat-pond-s-duong-sang-min-va-lam-mo-tham-da-30g-1724297140_img_380x380_64adc6_fit_center.jpg,21.544715447154474
111000.0,121000.0,8%,64.0,Sữa Rửa Mặt Ponds Age Miracle Ngăn Ngừa Lão Hóa 100g,Age Miracle Youthful Glow Facial Treatment Glow,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-sua-rua-mat-pond-s-age-miracle-ngan-ngua-lao-hoa-100g-1724296568_img_380x380_64adc6_fit_center.jpg,8.264462809917356
290000.0,345000.0,16%,17.0,Dưỡng Chất Ponds Ngăn Ngừa Lão Hóa Chuyên Sâu 30ml,Age Miracle Ultimate Youth Serum,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-duong-chat-pond-s-ngan-ngua-lao-hoa-chuyen-sau-30ml-1724297648_img_380x380_64adc6_fit_center.jpg,15.942028985507244
72000.0,76000.0,5%,66.0,Nước Hoa Hồng Ponds Sáng Da Cân Bằng pH 150ml,Bright Beauty Brightening Toner,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-nuoc-hoa-hong-pond-s-white-beauty-lam-sang-da-150ml-1708931578_img_380x380_64adc6_fit_center.png,5.263157894736842
128000.0,145000.0,12%,19.0,Nước Tẩy Trang Ponds Vitamin Tinh Than Tre Sạch Sâu 400ml,Micellar Water Vitamin DToxx Charcoal,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-nuoc-tay-trang-pond-s-vitamin-tinh-than-tre-sach-sau-400ml-1708931509_img_380x380_64adc6_fit_center.png,11.724137931034482
345000.0,391000.0,12%,0.0,Combo Ponds Nước Tẩy Trang Sạch Sâu 400ml  Tinh Chất Sáng Da 30g,Micellar Water Vitamin DToxx Charcoal  Bright Beauty 3D Glow Serum,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-combo-pond-s-nuoc-tay-trang-sach-sau-400ml-tinh-chat-sang-da-30g-1708931283_img_380x380_64adc6_fit_center.png,11.76470588235294
251000.0,360000.0,30%,0.0,Tinh Chất Ponds Age Miracle Ngăn Ngừa Lão Hóa 30ml,Age Miracle Double Action Serum,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-tinh-chat-pond-s-age-miracle-ngan-ngua-lao-hoa-30ml-1708933258_img_380x380_64adc6_fit_center.png,30.277777777777775
92000.0,102000.0,10%,0.0,Sữa Rửa Mặt Ponds Sáng Da Cao Cấp 100g,Flawless Radiance Even Tone Facial Foam,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-sua-rua-mat-pond-s-sang-da-cao-cap-100g-1708931082_img_380x380_64adc6_fit_center.png,9.803921568627452
76000.0,78000.0,3%,0.0,Sữa Rửa Mặt Ponds Sạch Sâu Ngừa Mụn 100g,Acne Clear Facial Foam,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-sua-rua-mat-pond-s-sach-sau-ngua-mun-100g-1708930787_img_380x380_64adc6_fit_center.png,2.564102564102564
498000.0,0.0,,0.0,Tinh Chất La Bonita B5 Hỗ Trợ Phục Hồi Làm Dịu Da 50ml,Panthenol Repair Ampoule,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-tinh-chat-la-bonita-b5-ho-tro-phuc-hoi-lam-diu-da-50ml-1737083485_img_380x380_64adc6_fit_center.jpg,0.0
350000.0,0.0,,0.0,Kem Dưỡng La Bonita HA Cấp Ẩm Sáng Da Tăng Độ Đàn Hồi 50ml,Vital Hyaluronic Acid Cream,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-kem-duong-la-bonita-ha-cap-am-sang-da-tang-do-dan-hoi-50ml-1737085090_img_380x380_64adc6_fit_center.jpg,0.0
398000.0,0.0,,0.0,Serum La Bonita Hyaluronic Acid Cấp Ẩm Dịu Da 50ml,Vital Hyaluronic Acid Serum,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-serum-la-bonita-hyaluronic-acid-cap-am-diu-da-50ml-1737083176_img_380x380_64adc6_fit_center.jpg,0.0
350000.0,0.0,,0.0,Kem Dưỡng La Bonita Vitamin K Phục Hồi Da 30ml,Vita K Repair Cream,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-kem-duong-la-bonita-vitamin-k-phuc-hoi-da-30ml-1737086889_img_380x380_64adc6_fit_center.jpg,0.0
2145000.0,0.0,,1.0,Nước Hoa Nam Giorgio Armani Code Parfum 50ml,Code Parfum Vaporisateur Rechargeable Refillable Spray,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-nuoc-hoa-nam-giorgio-armani-code-parfum-50ml-1734519425_img_380x380_64adc6_fit_center.jpg,0.0
1948000.0,2401000.0,19%,0.0,Nước Hoa Nữ Giorgio Armani My Way Parfum 30ml,My Way Parfum Vaporisateur Rechargeable Refillable Spray,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-nuoc-hoa-nu-giorgio-armani-my-way-parfum-30ml-1734519335_img_380x380_64adc6_fit_center.jpg,18.86713869221158
2401000.0,0.0,,0.0,Nước Hoa Nữ Giorgio Armani My Way EDP 50ml,Eau De Parfum Vaporisateur Spray,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-nuoc-hoa-nu-giorgio-armani-my-way-edp-50ml-1734519280_img_380x380_64adc6_fit_center.jpg,0.0
2042000.0,2145000.0,5%,0.0,Nước Hoa Nam Giorgio Armani Code EDT 75ml,Eau De Toilette Pour Homme Vaporisateur Natural Spray,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-nuoc-hoa-nam-giorgio-armani-code-edt-75ml-1734515743_img_380x380_64adc6_fit_center.jpg,4.801864801864801
184000.0,336000.0,45%,1.158,Lăn Khử Mùi EtiaXil Nhãn Xanh Cho Da Nhạy Cảm 15ml,Detranspirant Traitement RollOn Peaux Sensibles,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-lan-khu-mui-etiaxil-danh-cho-da-nhay-cam-15ml-1731479352_img_380x380_64adc6_fit_center.jpg,45.23809523809524
319000.0,730000.0,56%,533.0,Sữa Dưỡng Ẩm Embryolisse Siêu Phục Hồi Da 75ml,LaitCrème Concentré,https://media.hcdn.vn/catalog/product/p/r/promotions-auto-kem-sieu-duong-am-embryolisse-ho-tro-phuc-hoi-da-75ml_i7bXhCK92AzLDVvD_img_380x380_64adc6_fit_center.png,56.3013698630137
205000.0,366000.0,44%,506.0,Sữa Dưỡng Ẩm Embryolisse Siêu Phục Hồi Da 30ml,LaitCrème Concentré,https://media.hcdn.vn/catalog/product/p/r/promotions-auto-kem-sieu-duong-am-embryolisse-ho-tro-phuc-hoi-da-30ml_zuNhAnFcz26Pxem6_img_380x380_64adc6_fit_center.png,43.98907103825137
174000.0,336000.0,48%,219.0,Lăn Khử Mùi EtiaXil Nhãn Đỏ Dành Cho Da Khoẻ 15ml,Detranspirant Extreme Peaux Normales RollOn,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-lan-khu-mui-etiaxil-danh-cho-da-thuong-15ml-1712717503_img_380x380_64adc6_fit_center.jpg,48.214285714285715
183000.0,336000.0,46%,203.0,Lăn Khử Mùi EtiaXil Nhãn Nâu Cho Da Siêu Nhạy Cảm 15ml,Detranspirant Traitement RollOn Peaux Sensibles Confort,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-lan-khu-mui-etiaxil-danh-cho-da-sieu-nhay-cam-15ml-1716277639_img_380x380_64adc6_fit_center.jpg,45.535714285714285
211000.0,249000.0,15%,120.0,Xịt Khử Mùi EtiaXil Dạng Phun Sương 48H Màu Xanh 150ml,Deodorant AntiTranspirant Protection 48H Aérosol,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-xit-khu-mui-etiaxil-dang-phun-suong-48h-mau-xanh-150ml-1725524051_img_380x380_64adc6_fit_center.jpg,15.261044176706829
209000.0,333000.0,37%,99.0,Lăn Khử Mùi EtiaXil Hàng Ngày Cho Mọi Loại Da 50ml,AntiTranspirant Protection 48h Peaux Sensibles RollOn,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-lan-khu-mui-etiaxil-hang-ngay-cho-moi-loai-da-50ml-1727078694_img_380x380_64adc6_fit_center.jpg,37.23723723723724
284000.0,385000.0,26%,35.0,Sữa Rửa Mặt Embryolisse Làm Sạch Sâu Chống Oxy Hóa 200ml,LaitCreme Moussant,https://media.hcdn.vn/catalog/product/p/r/promotions-auto-sua-rua-mat-embryolisse-lam-sach-sau-chong-oxy-hoa-200ml_fWw4c2w6wr5KtQpE_img_380x380_64adc6_fit_center.png,26.233766233766232
245000.0,436000.0,44%,33.0,Lăn Khử Mùi EtiaXil Cho Nam Ngăn Mồ Hôi Chuyên Sâu 15ml,Detranspirant Men Peaux Sensibles RollOn,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-lan-khu-mui-etiaxil-cho-nam-ngan-mo-hoi-chuyen-sau-15ml-1713770588_img_380x380_64adc6_fit_center.jpg,43.80733944954128
192000.0,333000.0,42%,26.0,Xịt Khử Mùi Chân EtiaXil Ngăn Mồ Hôi  Giảm Mùi Hôi 100ml,Deodorant Antitranspirant 48h Pieds Feet,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-xit-khu-mui-mo-hoi-chan-etiaxil-100ml-1731729119_img_380x380_64adc6_fit_center.png,42.34234234234234
784000.0,1116000.0,30%,6.0,Combo Embryolisse Serum Double HA Cấp Ẩm Đa Tầng 30ml  Sữa Dưỡng Ẩm Siêu Phục Hồi Da 30ml,Hydra Serum  LaitCrème Concentré,https://media.hcdn.vn/catalog/product/p/r/promotions-auto-combo-embryolisse-serum-double-ha-cap-am-da-tang-30ml-sua-duong-am-sieu-phuc-hoi-da-30ml_r6ScJCKkFRK9HFPU_img_380x380_64adc6_fit_center.png,29.749103942652326
449000.0,699000.0,36%,10.0,Kem Chống Nắng Embryolisse Chống UV Phổ Rộng 100ml,Crème Solaire SPF50 PA,https://media.hcdn.vn/catalog/product/p/r/promotions-auto-kem-chong-nang-embryolisse-chong-uv-pho-rong-100ml_c4WJvsdNN2ue8DkA_img_380x380_64adc6_fit_center.png,35.7653791130186
211000.0,333000.0,37%,19.0,Xịt Khử Mùi EtiaXil Hàng Ngày Dành Cho Nam Nữ 48H 100ml,Deodorant AntiTranspirant Protection 48H Vaporisateur Sans Gaz,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-xit-khu-mui-etiaxil-100ml-1725524837_img_380x380_64adc6_fit_center.jpg,36.63663663663664
468000.0,750000.0,38%,6.0,Serum Embryolisse Double HA Cấp Ẩm Đa Tầng 30ml,Hydra Serum,https://media.hcdn.vn/catalog/product/p/r/promotions-auto-serum-embryolisse-double-ha-cap-am-da-tang-30ml_SUtsdLKPBwFM9VZ2_img_380x380_64adc6_fit_center.png,37.6
260000.0,330000.0,21%,6.0,Xịt Khoáng JONZAC Cung Cấp Nước Dưỡng Ẩm Da 300ml,Thermal Spring Water,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-363300003-1698205192_img_380x380_64adc6_fit_center.png,21.21212121212121
319000.0,441000.0,28%,0.0,Nước Tẩy Trang Embryolisse Cây Phỉ Cho Mọi Loại Da 250ml,Micellar Lotion,https://media.hcdn.vn/catalog/product/p/r/promotions-auto-nuoc-tay-trang-embryolisse-danh-cho-moi-loai-da-250ml_MQYCtPnDfSUJDNbv_img_380x380_64adc6_fit_center.png,27.66439909297052
395000.0,480000.0,18%,0.0,Sữa Dưỡng Chateau Rouge Làm Sáng Da Cho Mặt  Cơ Thể 400ml,Lait De Beauté Hydratant,https://media.hcdn.vn/catalog/product/g/o/google-shopping-sua-duong-sang-da-chateau-rouge-400ml-1660809094_img_380x380_64adc6_fit_center.jpg,17.708333333333336
435000.0,660000.0,34%,0.0,Combo 2 Xịt Khoáng JONZAC Cung Cấp Nước Dưỡng Ẩm Da 300ml,Thermal Spring Water,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-422206927-1700203419_img_380x380_64adc6_fit_center.png,34.090909090909086
